permno,adate,qdate,public_date,bm,TICKER
24643,1984-12-31,1984-12-31,1985-02-28,1.254,AA
24643,1984-12-31,1984-12-31,1985-03-31,1.254,AA
24643,1984-12-31,1984-12-31,1985-04-30,1.254,AA
24643,1984-12-31,1985-03-31,1985-05-31,1.354,AA
24643,1984-12-31,1985-03-31,1985-06-30,1.354,AA
24643,1984-12-31,1985-03-31,1985-07-31,1.354,AA
24643,1984-12-31,1985-06-30,1985-08-31,1.358,AA
24643,1984-12-31,1985-06-30,1985-09-30,1.358,AA
24643,1984-12-31,1985-06-30,1985-10-31,1.358,AA
24643,1984-12-31,1985-09-30,1985-11-30,1.431,AA
24643,1984-12-31,1985-09-30,1985-12-31,1.431,AA
24643,1984-12-31,1985-09-30,1986-01-31,1.431,AA
24643,1985-12-31,1985-12-31,1986-02-28,1.167,AA
24643,1985-12-31,1985-12-31,1986-03-31,1.167,AA
24643,1985-12-31,1985-12-31,1986-04-30,1.167,AA
24643,1985-12-31,1986-03-31,1986-05-31,1.056,AA
24643,1985-12-31,1986-03-31,1986-06-30,1.056,AA
24643,1985-12-31,1986-03-31,1986-07-31,1.056,AA
24643,1985-12-31,1986-06-30,1986-08-31,1.178,AA
24643,1985-12-31,1986-06-30,1986-09-30,1.178,AA
24643,1985-12-31,1986-06-30,1986-10-31,1.178,AA
24643,1985-12-31,1986-09-30,1986-11-30,1.220,AA
24643,1985-12-31,1986-09-30,1986-12-31,1.220,AA
24643,1985-12-31,1986-09-30,1987-01-31,1.220,AA
24643,1986-12-31,1986-12-31,1987-02-28,1.385,AA
24643,1986-12-31,1986-12-31,1987-03-31,1.385,AA
24643,1986-12-31,1986-12-31,1987-04-30,1.385,AA
24643,1986-12-31,1987-03-31,1987-05-31,1.104,AA
24643,1986-12-31,1987-03-31,1987-06-30,1.104,AA
24643,1986-12-31,1987-03-31,1987-07-31,1.104,AA
24643,1986-12-31,1987-06-30,1987-08-31,0.842,AA
24643,1986-12-31,1987-06-30,1987-09-30,0.842,AA
24643,1986-12-31,1987-06-30,1987-10-31,0.842,AA
24643,1986-12-31,1987-09-30,1987-11-30,0.748,AA
24643,1986-12-31,1987-09-30,1987-12-31,0.748,AA
24643,1986-12-31,1987-09-30,1988-01-31,0.748,AA
24643,1987-12-31,1987-12-31,1988-02-29,1.103,AA
24643,1987-12-31,1987-12-31,1988-03-31,1.103,AA
24643,1987-12-31,1987-12-31,1988-04-30,1.103,AA
24643,1987-12-31,1988-03-31,1988-05-31,1.226,AA
24643,1987-12-31,1988-03-31,1988-06-30,1.226,AA
24643,1987-12-31,1988-03-31,1988-07-31,1.226,AA
24643,1987-12-31,1988-06-30,1988-08-31,1.064,AA
24643,1987-12-31,1988-06-30,1988-09-30,1.064,AA
24643,1987-12-31,1988-06-30,1988-10-31,1.064,AA
24643,1987-12-31,1988-09-30,1988-11-30,1.114,AA
24643,1987-12-31,1988-09-30,1988-12-31,1.114,AA
24643,1987-12-31,1988-09-30,1989-01-31,1.114,AA
24643,1988-12-31,1988-12-31,1989-02-28,1.080,AA
24643,1988-12-31,1988-12-31,1989-03-31,1.080,AA
24643,1988-12-31,1988-12-31,1989-04-30,1.080,AA
24643,1988-12-31,1989-03-31,1989-05-31,1.031,AA
24643,1988-12-31,1989-03-31,1989-06-30,1.031,AA
24643,1988-12-31,1989-03-31,1989-07-31,1.031,AA
24643,1988-12-31,1989-06-30,1989-08-31,1.018,AA
24643,1988-12-31,1989-06-30,1989-09-30,1.018,AA
24643,1988-12-31,1989-06-30,1989-10-31,1.018,AA
24643,1988-12-31,1989-09-30,1989-11-30,0.869,AA
24643,1988-12-31,1989-09-30,1989-12-31,0.869,AA
24643,1988-12-31,1989-09-30,1990-01-31,0.869,AA
24643,1989-12-31,1989-12-31,1990-02-28,0.922,AA
24643,1989-12-31,1989-12-31,1990-03-31,0.922,AA
24643,1989-12-31,1989-12-31,1990-04-30,0.922,AA
24643,1989-12-31,1990-03-31,1990-05-31,1.067,AA
24643,1989-12-31,1990-03-31,1990-06-30,1.067,AA
24643,1989-12-31,1990-03-31,1990-07-31,1.067,AA
24643,1989-12-31,1990-06-30,1990-08-31,1.119,AA
24643,1989-12-31,1990-06-30,1990-09-30,1.119,AA
24643,1989-12-31,1990-06-30,1990-10-31,1.119,AA
24643,1989-12-31,1990-09-30,1990-11-30,1.160,AA
24643,1989-12-31,1990-09-30,1990-12-31,1.160,AA
24643,1989-12-31,1990-09-30,1991-01-31,1.160,AA
24643,1990-12-31,1990-12-31,1991-02-28,1.201,AA
24643,1990-12-31,1990-12-31,1991-03-31,1.201,AA
24643,1990-12-31,1990-12-31,1991-04-30,1.201,AA
24643,1990-12-31,1991-03-31,1991-05-31,1.028,AA
24643,1990-12-31,1991-03-31,1991-06-30,1.028,AA
24643,1990-12-31,1991-03-31,1991-07-31,1.028,AA
24643,1990-12-31,1991-06-30,1991-08-31,1.009,AA
24643,1990-12-31,1991-06-30,1991-09-30,1.009,AA
24643,1990-12-31,1991-06-30,1991-10-31,1.009,AA
24643,1990-12-31,1991-09-30,1991-11-30,1.088,AA
24643,1990-12-31,1991-09-30,1991-12-31,1.088,AA
24643,1990-12-31,1991-09-30,1992-01-31,1.088,AA
24643,1991-12-31,1991-12-31,1992-02-29,1.025,AA
24643,1991-12-31,1991-12-31,1992-03-31,1.025,AA
24643,1991-12-31,1991-12-31,1992-04-30,1.025,AA
24643,1991-12-31,1992-03-31,1992-05-31,0.928,AA
24643,1991-12-31,1992-03-31,1992-06-30,0.928,AA
24643,1991-12-31,1992-03-31,1992-07-31,0.928,AA
24643,1991-12-31,1992-06-30,1992-08-31,0.862,AA
24643,1991-12-31,1992-06-30,1992-09-30,0.862,AA
24643,1991-12-31,1992-06-30,1992-10-31,0.862,AA
24643,1991-12-31,1992-09-30,1992-11-30,0.986,AA
24643,1991-12-31,1992-09-30,1992-12-31,0.986,AA
24643,1991-12-31,1992-09-30,1993-01-31,0.986,AA
24643,1992-12-31,1992-12-31,1993-02-28,0.624,AA
24643,1992-12-31,1992-12-31,1993-03-31,0.624,AA
24643,1992-12-31,1992-12-31,1993-04-30,0.624,AA
24643,1992-12-31,1993-03-31,1993-05-31,0.694,AA
24643,1992-12-31,1993-03-31,1993-06-30,0.694,AA
24643,1992-12-31,1993-03-31,1993-07-31,0.694,AA
24643,1992-12-31,1993-06-30,1993-08-31,0.619,AA
24643,1992-12-31,1993-06-30,1993-09-30,0.619,AA
24643,1992-12-31,1993-06-30,1993-10-31,0.619,AA
24643,1992-12-31,1993-09-30,1993-11-30,0.644,AA
24643,1992-12-31,1993-09-30,1993-12-31,0.644,AA
24643,1992-12-31,1993-09-30,1994-01-31,0.644,AA
24643,1993-12-31,1993-12-31,1994-02-28,0.613,AA
24643,1993-12-31,1993-12-31,1994-03-31,0.613,AA
24643,1993-12-31,1993-12-31,1994-04-30,0.613,AA
24643,1993-12-31,1994-03-31,1994-05-31,0.575,AA
24643,1993-12-31,1994-03-31,1994-06-30,0.575,AA
24643,1993-12-31,1994-03-31,1994-07-31,0.575,AA
24643,1993-12-31,1994-06-30,1994-08-31,0.579,AA
24643,1993-12-31,1994-06-30,1994-09-30,0.579,AA
24643,1993-12-31,1994-06-30,1994-10-31,0.579,AA
24643,1993-12-31,1994-09-30,1994-11-30,0.504,AA
24643,1993-12-31,1994-09-30,1994-12-31,0.504,AA
24643,1993-12-31,1994-09-30,1995-01-31,0.504,AA
24643,1994-12-31,1994-12-31,1995-02-28,0.538,AA
24643,1994-12-31,1994-12-31,1995-03-31,0.538,AA
24643,1994-12-31,1994-12-31,1995-04-30,0.538,AA
24643,1994-12-31,1995-03-31,1995-05-31,0.580,AA
24643,1994-12-31,1995-03-31,1995-06-30,0.580,AA
24643,1994-12-31,1995-03-31,1995-07-31,0.580,AA
24643,1994-12-31,1995-06-30,1995-08-31,0.501,AA
24643,1994-12-31,1995-06-30,1995-09-30,0.501,AA
24643,1994-12-31,1995-06-30,1995-10-31,0.501,AA
24643,1994-12-31,1995-09-30,1995-11-30,0.496,AA
24643,1994-12-31,1995-09-30,1995-12-31,0.496,AA
24643,1994-12-31,1995-09-30,1996-01-31,0.496,AA
24643,1995-12-31,1995-12-31,1996-02-29,0.504,AA
24643,1995-12-31,1995-12-31,1996-03-31,0.504,AA
24643,1995-12-31,1995-12-31,1996-04-30,0.504,AA
24643,1995-12-31,1996-03-31,1996-05-31,0.427,AA
24643,1995-12-31,1996-03-31,1996-06-30,0.427,AA
24643,1995-12-31,1996-03-31,1996-07-31,0.427,AA
24643,1995-12-31,1996-06-30,1996-08-31,0.470,AA
24643,1995-12-31,1996-06-30,1996-09-30,0.470,AA
24643,1995-12-31,1996-06-30,1996-10-31,0.470,AA
24643,1995-12-31,1996-09-30,1996-11-30,0.452,AA
24643,1995-12-31,1996-09-30,1996-12-31,0.452,AA
24643,1995-12-31,1996-09-30,1997-01-31,0.452,AA
24643,1996-12-31,1996-12-31,1997-02-28,0.430,AA
24643,1996-12-31,1996-12-31,1997-03-31,0.430,AA
24643,1996-12-31,1996-12-31,1997-04-30,0.430,AA
24643,1996-12-31,1997-03-31,1997-05-31,0.402,AA
24643,1996-12-31,1997-03-31,1997-06-30,0.402,AA
24643,1996-12-31,1997-03-31,1997-07-31,0.402,AA
24643,1996-12-31,1997-06-30,1997-08-31,0.370,AA
24643,1996-12-31,1997-06-30,1997-09-30,0.370,AA
24643,1996-12-31,1997-06-30,1997-10-31,0.370,AA
24643,1996-12-31,1997-09-30,1997-11-30,0.342,AA
24643,1996-12-31,1997-09-30,1997-12-31,0.342,AA
24643,1996-12-31,1997-09-30,1998-01-31,0.342,AA
24643,1997-12-31,1997-12-31,1998-02-28,0.392,AA
24643,1997-12-31,1997-12-31,1998-03-31,0.392,AA
24643,1997-12-31,1997-12-31,1998-04-30,0.392,AA
24643,1997-12-31,1998-03-31,1998-05-31,0.403,AA
24643,1997-12-31,1998-03-31,1998-06-30,0.403,AA
24643,1997-12-31,1998-03-31,1998-07-31,0.403,AA
24643,1997-12-31,1998-06-30,1998-08-31,0.389,AA
24643,1997-12-31,1998-06-30,1998-09-30,0.389,AA
24643,1997-12-31,1998-06-30,1998-10-31,0.389,AA
24643,1997-12-31,1998-09-30,1998-11-30,0.466,AA
24643,1997-12-31,1998-09-30,1998-12-31,0.466,AA
24643,1997-12-31,1998-09-30,1999-01-31,0.466,AA
24643,1998-12-31,1998-12-31,1999-02-28,0.465,AA
24643,1998-12-31,1998-12-31,1999-03-31,0.465,AA
24643,1998-12-31,1998-12-31,1999-04-30,0.465,AA
24643,1998-12-31,1999-03-31,1999-05-31,0.416,AA
24643,1998-12-31,1999-03-31,1999-06-30,0.416,AA
24643,1998-12-31,1999-03-31,1999-07-31,0.416,AA
24643,1998-12-31,1999-06-30,1999-08-31,0.281,AA
24643,1998-12-31,1999-06-30,1999-09-30,0.281,AA
24643,1998-12-31,1999-06-30,1999-10-31,0.281,AA
24643,1998-12-31,1999-09-30,1999-11-30,0.278,AA
24643,1998-12-31,1999-09-30,1999-12-31,0.278,AA
24643,1998-12-31,1999-09-30,2000-01-31,0.278,AA
24643,1999-12-31,1999-12-31,2000-02-29,0.219,AA
24643,1999-12-31,1999-12-31,2000-03-31,0.219,AA
24643,1999-12-31,1999-12-31,2000-04-30,0.219,AA
24643,1999-12-31,2000-03-31,2000-05-31,0.245,AA
24643,1999-12-31,2000-03-31,2000-06-30,0.245,AA
24643,1999-12-31,2000-03-31,2000-07-31,0.245,AA
24643,1999-12-31,2000-06-30,2000-08-31,0.492,AA
24643,1999-12-31,2000-06-30,2000-09-30,0.492,AA
24643,1999-12-31,2000-06-30,2000-10-31,0.492,AA
24643,1999-12-31,2000-09-30,2000-11-30,0.548,AA
24643,1999-12-31,2000-09-30,2000-12-31,0.548,AA
24643,1999-12-31,2000-09-30,2001-01-31,0.548,AA
24643,2000-12-31,2000-12-31,2001-02-28,0.425,AA
24643,2000-12-31,2000-12-31,2001-03-31,0.425,AA
24643,2000-12-31,2000-12-31,2001-04-30,0.425,AA
24643,2000-12-31,2001-03-31,2001-05-31,0.383,AA
24643,2000-12-31,2001-03-31,2001-06-30,0.383,AA
24643,2000-12-31,2001-03-31,2001-07-31,0.383,AA
24643,2000-12-31,2001-06-30,2001-08-31,0.347,AA
24643,2000-12-31,2001-06-30,2001-09-30,0.347,AA
24643,2000-12-31,2001-06-30,2001-10-31,0.347,AA
24643,2000-12-31,2001-09-30,2001-11-30,0.438,AA
24643,2000-12-31,2001-09-30,2001-12-31,0.438,AA
24643,2000-12-31,2001-09-30,2002-01-31,0.438,AA
24643,2001-12-31,2001-12-31,2002-02-28,0.369,AA
24643,2001-12-31,2001-12-31,2002-03-31,0.369,AA
24643,2001-12-31,2001-12-31,2002-04-30,0.369,AA
24643,2001-12-31,2002-03-31,2002-05-31,0.345,AA
24643,2001-12-31,2002-03-31,2002-06-30,0.345,AA
24643,2001-12-31,2002-03-31,2002-07-31,0.345,AA
24643,2001-12-31,2002-06-30,2002-08-31,0.408,AA
24643,2001-12-31,2002-06-30,2002-09-30,0.408,AA
24643,2001-12-31,2002-06-30,2002-10-31,0.408,AA
24643,2001-12-31,2002-09-30,2002-11-30,0.691,AA
24643,2001-12-31,2002-09-30,2002-12-31,0.691,AA
24643,2001-12-31,2002-09-30,2003-01-31,0.691,AA
24643,2002-12-31,2002-12-31,2003-02-28,0.539,AA
24643,2002-12-31,2002-12-31,2003-03-31,0.539,AA
24643,2002-12-31,2002-12-31,2003-04-30,0.539,AA
24643,2002-12-31,2003-03-31,2003-05-31,0.643,AA
24643,2002-12-31,2003-03-31,2003-06-30,0.643,AA
24643,2002-12-31,2003-03-31,2003-07-31,0.643,AA
24643,2002-12-31,2003-06-30,2003-08-31,0.505,AA
24643,2002-12-31,2003-06-30,2003-09-30,0.505,AA
24643,2002-12-31,2003-06-30,2003-10-31,0.505,AA
24643,2002-12-31,2003-09-30,2003-11-30,0.514,AA
24643,2002-12-31,2003-09-30,2003-12-31,0.514,AA
24643,2002-12-31,2003-09-30,2004-01-31,0.514,AA
24643,2003-12-31,2003-12-31,2004-02-29,0.389,AA
24643,2003-12-31,2003-12-31,2004-03-31,0.389,AA
24643,2003-12-31,2003-12-31,2004-04-30,0.389,AA
24643,2003-12-31,2004-03-31,2004-05-31,0.434,AA
24643,2003-12-31,2004-03-31,2004-06-30,0.434,AA
24643,2003-12-31,2004-03-31,2004-07-31,0.434,AA
24643,2003-12-31,2004-06-30,2004-08-31,0.451,AA
24643,2003-12-31,2004-06-30,2004-09-30,0.451,AA
24643,2003-12-31,2004-06-30,2004-10-31,0.451,AA
24643,2003-12-31,2004-09-30,2004-11-30,0.455,AA
24643,2003-12-31,2004-09-30,2004-12-31,0.455,AA
24643,2003-12-31,2004-09-30,2005-01-31,0.455,AA
24643,2004-12-31,2004-12-31,2005-02-28,0.513,AA
24643,2004-12-31,2004-12-31,2005-03-31,0.513,AA
24643,2004-12-31,2004-12-31,2005-04-30,0.513,AA
24643,2004-12-31,2005-03-31,2005-05-31,0.537,AA
24643,2004-12-31,2005-03-31,2005-06-30,0.537,AA
24643,2004-12-31,2005-03-31,2005-07-31,0.537,AA
24643,2004-12-31,2005-06-30,2005-08-31,0.624,AA
24643,2004-12-31,2005-06-30,2005-09-30,0.624,AA
24643,2004-12-31,2005-06-30,2005-10-31,0.624,AA
24643,2004-12-31,2005-09-30,2005-11-30,0.678,AA
24643,2004-12-31,2005-09-30,2005-12-31,0.678,AA
24643,2004-12-31,2005-09-30,2006-01-31,0.678,AA
24643,2005-12-31,2005-12-31,2006-02-28,0.552,AA
24643,2005-12-31,2005-12-31,2006-03-31,0.552,AA
24643,2005-12-31,2005-12-31,2006-04-30,0.552,AA
24643,2005-12-31,2006-03-31,2006-05-31,0.556,AA
24643,2005-12-31,2006-03-31,2006-06-30,0.556,AA
24643,2005-12-31,2006-03-31,2006-07-31,0.556,AA
24643,2005-12-31,2006-06-30,2006-08-31,0.542,AA
24643,2005-12-31,2006-06-30,2006-09-30,0.542,AA
24643,2005-12-31,2006-06-30,2006-10-31,0.542,AA
24643,2005-12-31,2006-09-30,2006-11-30,0.635,AA
24643,2005-12-31,2006-09-30,2006-12-31,0.635,AA
24643,2005-12-31,2006-09-30,2007-01-31,0.635,AA
24643,2006-12-31,2006-12-31,2007-02-28,0.589,AA
24643,2006-12-31,2006-12-31,2007-03-31,0.589,AA
24643,2006-12-31,2006-12-31,2007-04-30,0.589,AA
24643,2006-12-31,2007-03-31,2007-05-31,0.548,AA
24643,2006-12-31,2007-03-31,2007-06-30,0.548,AA
24643,2006-12-31,2007-03-31,2007-07-31,0.548,AA
24643,2006-12-31,2007-06-30,2007-08-31,0.497,AA
24643,2006-12-31,2007-06-30,2007-09-30,0.497,AA
24643,2006-12-31,2007-06-30,2007-10-31,0.497,AA
24643,2006-12-31,2007-09-30,2007-11-30,0.494,AA
24643,2006-12-31,2007-09-30,2007-12-31,0.494,AA
24643,2006-12-31,2007-09-30,2008-01-31,0.494,AA
24643,2007-12-31,2007-12-31,2008-02-29,0.546,AA
24643,2007-12-31,2007-12-31,2008-03-31,0.546,AA
24643,2007-12-31,2007-12-31,2008-04-30,0.546,AA
24643,2007-12-31,2008-03-31,2008-05-31,0.554,AA
24643,2007-12-31,2008-03-31,2008-06-30,0.554,AA
24643,2007-12-31,2008-03-31,2008-07-31,0.554,AA
24643,2007-12-31,2008-06-30,2008-08-31,0.595,AA
24643,2007-12-31,2008-06-30,2008-09-30,0.595,AA
24643,2007-12-31,2008-06-30,2008-10-31,0.595,AA
24643,2007-12-31,2008-09-30,2008-11-30,0.860,AA
24643,2007-12-31,2008-09-30,2008-12-31,0.860,AA
24643,2007-12-31,2008-09-30,2009-01-31,0.860,AA
24643,2008-12-31,2008-12-31,2009-02-28,1.332,AA
24643,2008-12-31,2008-12-31,2009-03-31,1.332,AA
24643,2008-12-31,2008-12-31,2009-04-30,1.332,AA
24643,2008-12-31,2009-03-31,2009-05-31,1.768,AA
24643,2008-12-31,2009-03-31,2009-06-30,1.768,AA
24643,2008-12-31,2009-03-31,2009-07-31,1.768,AA
24643,2008-12-31,2009-06-30,2009-08-31,1.306,AA
24643,2008-12-31,2009-06-30,2009-09-30,1.306,AA
24643,2008-12-31,2009-06-30,2009-10-31,1.306,AA
24643,2008-12-31,2009-09-30,2009-11-30,1.060,AA
24643,2008-12-31,2009-09-30,2009-12-31,1.060,AA
24643,2008-12-31,2009-09-30,2010-01-31,1.060,AA
24643,2009-12-31,2009-12-31,2010-02-28,0.811,AA
24643,2009-12-31,2009-12-31,2010-03-31,0.811,AA
24643,2009-12-31,2009-12-31,2010-04-30,0.811,AA
24643,2009-12-31,2010-03-31,2010-05-31,0.868,AA
24643,2009-12-31,2010-03-31,2010-06-30,0.868,AA
24643,2009-12-31,2010-03-31,2010-07-31,0.868,AA
24643,2009-12-31,2010-06-30,2010-08-31,1.222,AA
24643,2009-12-31,2010-06-30,2010-09-30,1.222,AA
24643,2009-12-31,2010-06-30,2010-10-31,1.222,AA
24643,2009-12-31,2010-09-30,2010-11-30,1.075,AA
24643,2009-12-31,2010-09-30,2010-12-31,1.075,AA
24643,2009-12-31,2010-09-30,2011-01-31,1.075,AA
24643,2010-12-31,2010-12-31,2011-02-28,0.887,AA
24643,2010-12-31,2010-12-31,2011-03-31,0.887,AA
24643,2010-12-31,2010-12-31,2011-04-30,0.887,AA
24643,2010-12-31,2011-03-31,2011-05-31,0.784,AA
24643,2010-12-31,2011-03-31,2011-06-30,0.784,AA
24643,2010-12-31,2011-03-31,2011-07-31,0.784,AA
24643,2010-12-31,2011-06-30,2011-08-31,0.924,AA
24643,2010-12-31,2011-06-30,2011-09-30,0.924,AA
24643,2010-12-31,2011-06-30,2011-10-31,0.924,AA
24643,2010-12-31,2011-09-30,2011-11-30,1.459,AA
24643,2010-12-31,2011-09-30,2011-12-31,1.459,AA
24643,2010-12-31,2011-09-30,2012-01-31,1.459,AA
24643,2011-12-31,2011-12-31,2012-02-29,1.541,AA
24643,2011-12-31,2011-12-31,2012-03-31,1.541,AA
24643,2011-12-31,2011-12-31,2012-04-30,1.541,AA
24643,2011-12-31,2012-03-31,2012-05-31,1.318,AA
24643,2011-12-31,2012-03-31,2012-06-30,1.318,AA
24643,2011-12-31,2012-03-31,2012-07-31,1.318,AA
24643,2011-12-31,2012-06-30,2012-08-31,1.457,AA
24643,2011-12-31,2012-06-30,2012-09-30,1.457,AA
24643,2011-12-31,2012-06-30,2012-10-31,1.457,AA
24643,2011-12-31,2012-09-30,2012-11-30,1.430,AA
24643,2011-12-31,2012-09-30,2012-12-31,1.430,AA
24643,2011-12-31,2012-09-30,2013-01-31,1.430,AA
24643,2012-12-31,2012-12-31,2013-02-28,1.469,AA
24643,2012-12-31,2012-12-31,2013-03-31,1.469,AA
24643,2012-12-31,2012-12-31,2013-04-30,1.469,AA
24643,2012-12-31,2013-03-31,2013-05-31,1.467,AA
24643,2012-12-31,2013-03-31,2013-06-30,1.467,AA
24643,2012-12-31,2013-03-31,2013-07-31,1.467,AA
24643,2012-12-31,2013-06-30,2013-08-31,1.526,AA
24643,2012-12-31,2013-06-30,2013-09-30,1.526,AA
24643,2012-12-31,2013-06-30,2013-10-31,1.526,AA
24643,2012-12-31,2013-09-30,2013-11-30,1.474,AA
24643,2012-12-31,2013-09-30,2013-12-31,1.474,AA
24643,2012-12-31,2013-09-30,2014-01-31,1.474,AA
24643,2013-12-31,2013-12-31,2014-02-28,0.961,AA
24643,2013-12-31,2013-12-31,2014-03-31,0.961,AA
24643,2013-12-31,2013-12-31,2014-04-30,0.961,AA
24643,2013-12-31,2014-03-31,2014-05-31,0.752,AA
24643,2013-12-31,2014-03-31,2014-06-30,0.752,AA
24643,2013-12-31,2014-03-31,2014-07-31,0.752,AA
24643,2013-12-31,2014-06-30,2014-08-31,0.665,AA
24643,2013-12-31,2014-06-30,2014-09-30,0.665,AA
24643,2013-12-31,2014-06-30,2014-10-31,0.665,AA
24643,2013-12-31,2014-09-30,2014-11-30,0.651,AA
24643,2013-12-31,2014-09-30,2014-12-31,0.651,AA
24643,2013-12-31,2014-09-30,2015-01-31,0.651,AA
24643,2014-12-31,2014-12-31,2015-02-28,0.655,AA
24643,2014-12-31,2014-12-31,2015-03-31,0.655,AA
24643,2014-12-31,2014-12-31,2015-04-30,0.655,AA
24643,,2015-03-31,2015-05-31,,AA
24643,2014-12-31,2015-03-31,2015-05-31,0.729,AA
24643,,2015-03-31,2015-06-30,,AA
24643,2014-12-31,2015-03-31,2015-06-30,0.729,AA
24643,,2015-03-31,2015-07-31,,AA
24643,2014-12-31,2015-03-31,2015-07-31,0.729,AA
24643,,2015-06-30,2015-08-31,,AA
24643,2014-12-31,2015-06-30,2015-08-31,0.899,AA
24643,,2015-06-30,2015-09-30,,AA
24643,2014-12-31,2015-06-30,2015-09-30,0.899,AA
24643,,2015-06-30,2015-10-31,,AA
24643,2014-12-31,2015-06-30,2015-10-31,0.899,AA
24643,,2015-09-30,2015-11-30,,AA
24643,2014-12-31,2015-09-30,2015-11-30,0.991,AA
24643,,2015-09-30,2015-12-31,,AA
24643,2014-12-31,2015-09-30,2015-12-31,0.991,AA
24643,,2015-09-30,2016-01-31,,AA
24643,2014-12-31,2015-09-30,2016-01-31,0.991,AA
24643,2015-12-31,2015-12-31,2016-02-29,1.021,AA
24643,2015-12-31,2015-12-31,2016-02-29,0.967,AA
24643,2015-12-31,2015-12-31,2016-03-31,0.952,AA
24643,2015-12-31,2015-12-31,2016-03-31,0.967,AA
24643,2015-12-31,2015-12-31,2016-04-30,0.967,AA
24643,2015-12-31,2015-12-31,2016-04-30,0.816,AA
24643,2015-12-31,2016-03-31,2016-05-31,0.983,AA
24643,2015-12-31,2016-03-31,2016-05-31,0.966,AA
24643,2015-12-31,2016-03-31,2016-06-30,0.966,AA
24643,2015-12-31,2016-03-31,2016-06-30,0.983,AA
24643,2015-12-31,2016-03-31,2016-07-31,0.966,AA
24643,2015-12-31,2016-03-31,2016-07-31,0.858,AA
24643,2015-12-31,2016-06-30,2016-08-31,1.007,AA
24643,2015-12-31,2016-06-30,2016-08-31,0.904,AA
24643,2015-12-31,2016-06-30,2016-09-30,0.899,AA
24643,2015-12-31,2016-06-30,2016-09-30,1.007,AA
24643,2015-12-31,2016-06-30,2016-10-31,1.007,AA
24643,2015-12-31,2016-06-30,2016-10-31,0.953,AA
24643,2015-12-31,2016-09-30,2016-11-30,1.418,AA
24643,2015-12-31,2016-09-30,2016-11-30,0.878,AA
24643,2015-12-31,2016-09-30,2016-12-31,0.878,AA
24643,2015-12-31,2016-09-30,2016-12-31,1.475,AA
24643,2015-12-31,2016-09-30,2017-01-31,1.200,AA
24643,2015-12-31,2016-09-30,2017-01-31,0.878,AA
24643,,2016-09-30,2017-02-28,0.878,AA
24643,2016-12-31,2016-12-31,2017-02-28,0.639,ARNC
24643,,2016-09-30,2017-03-31,0.878,AA
24643,2016-12-31,2016-12-31,2017-03-31,0.639,ARNC
24643,,2016-09-30,2017-04-30,0.878,AA
24643,2016-12-31,2016-12-31,2017-04-30,0.639,ARNC
24643,,2016-09-30,2017-05-31,0.878,AA
24643,2016-12-31,2017-03-31,2017-05-31,0.467,ARNC
24643,,2016-09-30,2017-06-30,0.878,AA
24643,2016-12-31,2017-03-31,2017-06-30,0.467,ARNC
24643,,2016-09-30,2017-07-31,0.878,AA
24643,2016-12-31,2017-03-31,2017-07-31,0.467,ARNC
24643,,2016-09-30,2017-08-31,0.878,AA
24643,2016-12-31,2017-06-30,2017-08-31,0.569,ARNC
24643,,2016-09-30,2017-09-30,0.878,AA
24643,2016-12-31,2017-06-30,2017-09-30,0.569,ARNC
24643,,2016-09-30,2017-10-31,0.878,AA
24643,2016-12-31,2017-06-30,2017-10-31,0.569,ARNC
24643,2016-12-31,2017-09-30,2017-11-30,0.536,ARNC
24643,2016-12-31,2017-09-30,2017-12-31,0.536,ARNC
24643,2016-12-31,2017-09-30,2018-01-31,0.536,ARNC
24643,2017-12-31,2017-12-31,2018-02-28,0.381,ARNC
24643,2017-12-31,2017-12-31,2018-03-31,0.381,ARNC
24643,2017-12-31,2017-12-31,2018-04-30,0.381,ARNC
24643,2017-12-31,2018-03-31,2018-05-31,0.469,ARNC
24643,2017-12-31,2018-03-31,2018-06-30,0.469,ARNC
24643,2017-12-31,2018-03-31,2018-07-31,0.469,ARNC
24643,2017-12-31,2018-06-30,2018-08-31,0.627,ARNC
24643,2017-12-31,2018-06-30,2018-09-30,0.627,ARNC
24643,2017-12-31,2018-06-30,2018-10-31,0.627,ARNC
24643,2017-12-31,2018-09-30,2018-11-30,0.499,ARNC
24643,2017-12-31,2018-09-30,2018-12-31,0.499,ARNC
24643,2017-12-31,2018-09-30,2019-01-31,0.499,ARNC
24643,2018-12-31,2018-12-31,2019-02-28,0.687,ARNC
24643,2018-12-31,2018-12-31,2019-03-31,0.687,ARNC
24643,2018-12-31,2018-12-31,2019-04-30,0.687,ARNC
24643,2018-12-31,2019-03-31,2019-05-31,0.590,ARNC
24643,2018-12-31,2019-03-31,2019-06-30,0.590,ARNC
24643,2018-12-31,2019-03-31,2019-07-31,0.590,ARNC
24643,2018-12-31,2019-06-30,2019-08-31,0.422,ARNC
24643,2018-12-31,2019-06-30,2019-09-30,0.422,ARNC
24643,2018-12-31,2019-06-30,2019-10-31,0.422,ARNC
24643,2018-12-31,2019-09-30,2019-11-30,0.411,ARNC
24643,2018-12-31,2019-09-30,2019-12-31,0.411,ARNC
24643,2018-12-31,2019-09-30,2020-01-31,0.411,ARNC
24643,2019-12-31,2019-12-31,2020-02-29,0.345,ARNC
24643,2019-12-31,2019-12-31,2020-03-31,0.345,ARNC
